timestamp,open,high,low,close,volume
2023-09-21 17:14:00,147.25,147.25,147.25,147.25,2.0
2023-09-21 17:13:00,147.38,147.38,147.38,147.38,4.0
2023-09-21 17:09:00,147.25,147.3,147.25,147.3,3.0
2023-09-21 17:02:00,147.26,147.26,147.26,147.26,15.0
2023-09-21 16:55:00,147.3,147.3,147.3,147.3,2.0
2023-09-21 16:53:00,147.26,147.26,147.26,147.26,9.0
2023-09-21 16:51:00,147.25,147.25,147.25,147.25,25.0
2023-09-21 16:50:00,147.26,147.26,147.26,147.26,15.0
2023-09-21 16:49:00,147.25,147.25,147.25,147.25,50.0
2023-09-21 16:48:00,147.26,147.26,147.26,147.26,2.0
2023-09-21 16:47:00,147.38,147.38,147.38,147.38,7827.0
2023-09-21 16:44:00,147.26,147.26,147.26,147.26,2.0
2023-09-21 16:43:00,147.28,147.28,147.26,147.26,14.0
2023-09-21 16:39:00,147.27,147.27,147.27,147.27,21.0
2023-09-21 16:38:00,147.27,147.27,147.27,147.27,9.0
2023-09-21 16:37:00,147.27,147.27,147.27,147.27,1.0
2023-09-21 16:33:00,147.27,147.27,147.27,147.27,1.0
2023-09-21 16:29:00,147.27,147.27,147.27,147.27,2.0
2023-09-21 16:28:00,147.27,147.27,147.27,147.27,5.0
2023-09-21 16:27:00,147.38,147.38,147.38,147.38,2201.0
2023-09-21 16:25:00,147.25,147.25,147.25,147.25,401.0
2023-09-21 16:24:00,147.42,147.42,147.42,147.42,5.0
2023-09-21 16:23:00,147.42,147.42,147.42,147.42,233.0
2023-09-21 16:22:00,147.37,147.42,147.37,147.42,783.0
2023-09-21 16:21:00,147.37,147.37,147.35,147.35,15.0
2023-09-21 16:19:00,147.37,147.37,147.37,147.37,10.0
2023-09-21 16:17:00,147.37,147.37,147.37,147.37,1.0
2023-09-21 16:16:00,147.18,147.18,147.18,147.18,20.0
2023-09-21 16:15:00,147.35,147.35,147.35,147.35,2.0
2023-09-21 16:14:00,147.225,147.37,147.2,147.37,301.0
2023-09-21 16:11:00,147.38,147.38,147.38,147.38,3241.0
2023-09-21 16:10:00,147.38,147.38,147.37,147.37,1008691.0
2023-09-21 16:09:00,147.25,147.25,147.25,147.25,10.0
2023-09-21 16:08:00,147.28,147.28,147.2,147.2,708.0
2023-09-21 16:06:00,147.38,147.38,147.38,147.38,3091.0
2023-09-21 16:04:00,147.38,147.38,147.38,147.38,1.0
2023-09-21 16:03:00,147.2,147.2,147.2,147.2,1.0
2023-09-21 16:02:00,147.38,147.38,147.38,147.38,3873.0
2023-09-21 16:01:00,147.38,147.49,147.28,147.49,9991.0
2023-09-21 16:00:00,147.4,147.4,147.38,147.38,2134082.0
2023-09-21 15:59:00,147.56,147.58,147.31,147.4,144274.0
2023-09-21 15:58:00,147.51,147.58,147.51,147.56,52222.0
2023-09-21 15:57:00,147.51,147.58,147.505,147.505,52332.0
2023-09-21 15:56:00,147.46,147.57,147.43,147.51,38910.0
2023-09-21 15:55:00,147.47,147.51,147.43,147.46,41706.0
2023-09-21 15:54:00,147.44,147.515,147.43,147.48,30453.0
2023-09-21 15:53:00,147.51,147.51,147.41,147.44,25206.0
2023-09-21 15:52:00,147.47,147.53,147.42,147.505,29094.0
2023-09-21 15:51:00,147.48,147.53,147.45,147.47,22012.0
2023-09-21 15:50:00,147.65,147.65,147.43,147.47,43229.0
2023-09-21 15:49:00,147.6,147.68,147.6,147.66,18943.0
2023-09-21 15:48:00,147.74,147.74,147.59,147.59,17302.0
2023-09-21 15:47:00,147.83,147.835,147.74,147.74,15635.0
2023-09-21 15:46:00,147.83,147.83,147.77,147.82,16041.0
2023-09-21 15:45:00,147.81,147.856,147.78,147.82,21529.0
2023-09-21 15:44:00,147.854,147.89,147.81,147.81,13077.0
2023-09-21 15:43:00,147.85,147.87,147.81,147.86,13967.0
2023-09-21 15:42:00,147.79,147.82,147.73,147.81,18027.0
2023-09-21 15:41:00,147.848,147.848,147.78,147.795,10348.0
2023-09-21 15:40:00,147.81,147.87,147.81,147.86,10956.0
2023-09-21 15:39:00,147.85,147.86,147.81,147.81,27679.0
2023-09-21 15:38:00,147.86,147.87,147.82,147.85,10752.0
2023-09-21 15:37:00,147.92,147.925,147.86,147.86,5962.0
2023-09-21 15:36:00,147.82,147.95,147.82,147.92,11173.0
2023-09-21 15:35:00,147.74,147.86,147.74,147.82,16214.0
2023-09-21 15:34:00,147.86,147.91,147.74,147.74,12119.0
2023-09-21 15:33:00,147.81,147.85,147.81,147.832,12745.0
2023-09-21 15:32:00,147.818,147.818,147.71,147.78,17878.0
2023-09-21 15:31:00,147.83,147.851,147.81,147.82,8999.0
2023-09-21 15:30:00,147.955,147.97,147.83,147.84,13602.0
2023-09-21 15:29:00,148.0,148.0,147.95,147.97,8409.0
2023-09-21 15:28:00,148.08,148.08,147.99,148.0,8774.0
2023-09-21 15:27:00,148.105,148.12,148.07,148.1,7891.0
2023-09-21 15:26:00,148.22,148.22,148.111,148.111,8543.0
2023-09-21 15:25:00,148.2,148.22,148.2,148.215,5031.0
2023-09-21 15:24:00,148.18,148.203,148.16,148.2,11107.0
2023-09-21 15:23:00,148.19,148.2,148.18,148.18,4990.0
2023-09-21 15:22:00,148.239,148.239,148.185,148.19,6203.0
2023-09-21 15:21:00,148.205,148.24,148.205,148.24,8859.0
2023-09-21 15:20:00,148.24,148.24,148.21,148.21,6423.0
2023-09-21 15:19:00,148.255,148.26,148.235,148.24,4088.0
2023-09-21 15:18:00,148.245,148.27,148.24,148.259,7159.0
2023-09-21 15:17:00,148.23,148.3,148.23,148.25,4804.0
2023-09-21 15:16:00,148.28,148.28,148.23,148.23,5786.0
2023-09-21 15:15:00,148.35,148.35,148.29,148.29,4958.0
2023-09-21 15:14:00,148.35,148.37,148.33,148.36,4648.0
2023-09-21 15:13:00,148.305,148.36,148.293,148.36,4643.0
2023-09-21 15:12:00,148.327,148.327,148.3,148.31,5364.0
2023-09-21 15:11:00,148.32,148.34,148.32,148.32,4292.0
2023-09-21 15:10:00,148.37,148.39,148.33,148.33,9742.0
2023-09-21 15:09:00,148.33,148.39,148.32,148.36,5528.0
2023-09-21 15:08:00,148.31,148.33,148.29,148.33,4209.0
2023-09-21 15:07:00,148.26,148.34,148.26,148.315,10090.0
2023-09-21 15:06:00,148.27,148.27,148.243,148.25,3356.0
2023-09-21 15:05:00,148.33,148.33,148.266,148.275,4741.0
2023-09-21 15:04:00,148.375,148.38,148.32,148.32,3910.0
2023-09-21 15:03:00,148.32,148.39,148.32,148.38,6201.0
2023-09-21 15:02:00,148.29,148.33,148.29,148.33,3259.0
2023-09-21 15:01:00,148.305,148.35,148.291,148.3,7582.0
2023-09-21 15:00:00,148.31,148.32,148.3,148.305,7239.0
2023-09-21 14:59:00,148.325,148.33,148.31,148.31,3164.0
2023-09-21 14:58:00,148.33,148.34,148.31,148.32,1790.0
2023-09-21 14:57:00,148.38,148.38,148.35,148.35,4494.0
2023-09-21 14:56:00,148.39,148.39,148.38,148.39,5870.0
2023-09-21 14:55:00,148.42,148.42,148.38,148.39,1716.0
2023-09-21 14:54:00,148.37,148.42,148.37,148.4,2938.0
2023-09-21 14:53:00,148.33,148.37,148.33,148.37,2648.0
2023-09-21 14:52:00,148.35,148.355,148.33,148.33,2688.0
2023-09-21 14:51:00,148.36,148.38,148.35,148.359,4729.0
2023-09-21 14:50:00,148.41,148.41,148.375,148.375,2815.0
2023-09-21 14:49:00,148.35,148.4,148.35,148.4,5158.0
2023-09-21 14:48:00,148.33,148.35,148.32,148.35,2412.0
2023-09-21 14:47:00,148.4,148.4,148.35,148.35,2488.0
2023-09-21 14:46:00,148.42,148.42,148.4,148.4,2320.0
2023-09-21 14:45:00,148.44,148.44,148.42,148.42,2919.0
2023-09-21 14:44:00,148.42,148.43,148.41,148.43,2263.0
2023-09-21 14:43:00,148.42,148.43,148.41,148.41,2072.0
2023-09-21 14:42:00,148.43,148.46,148.415,148.415,3695.0
2023-09-21 14:41:00,148.41,148.436,148.39,148.43,5408.0
2023-09-21 14:40:00,148.383,148.44,148.36,148.42,3200.0
2023-09-21 14:39:00,148.35,148.42,148.35,148.38,5535.0
2023-09-21 14:38:00,148.32,148.35,148.31,148.34,3226.0
2023-09-21 14:37:00,148.35,148.35,148.32,148.33,6006.0
2023-09-21 14:36:00,148.23,148.35,148.23,148.34,12246.0
2023-09-21 14:35:00,148.24,148.28,148.226,148.226,8359.0
2023-09-21 14:34:00,148.19,148.27,148.17,148.26,11995.0
2023-09-21 14:33:00,148.2,148.21,148.19,148.195,1676.0
2023-09-21 14:32:00,148.2,148.2,148.17,148.2,3572.0
2023-09-21 14:31:00,148.16,148.18,148.14,148.18,7772.0
2023-09-21 14:30:00,148.16,148.19,148.15,148.17,5026.0
2023-09-21 14:29:00,148.19,148.19,148.15,148.15,2458.0
2023-09-21 14:28:00,148.19,148.2,148.17,148.19,2809.0
2023-09-21 14:27:00,148.16,148.23,148.15,148.21,5851.0
2023-09-21 14:26:00,148.16,148.19,148.15,148.16,1886.0
2023-09-21 14:25:00,148.255,148.255,148.16,148.18,4343.0
2023-09-21 14:24:00,148.26,148.29,148.21,148.25,7907.0
2023-09-21 14:23:00,148.22,148.24,148.205,148.24,3270.0
2023-09-21 14:22:00,148.25,148.25,148.205,148.23,4551.0
2023-09-21 14:21:00,148.27,148.27,148.24,148.24,3647.0
2023-09-21 14:20:00,148.285,148.29,148.27,148.27,4032.0
2023-09-21 14:19:00,148.28,148.28,148.27,148.28,2162.0
2023-09-21 14:18:00,148.33,148.33,148.29,148.29,4730.0
2023-09-21 14:17:00,148.33,148.35,148.32,148.345,4326.0
2023-09-21 14:16:00,148.35,148.357,148.3,148.32,9639.0
2023-09-21 14:15:00,148.39,148.41,148.355,148.355,3667.0
2023-09-21 14:14:00,148.4,148.42,148.39,148.405,4438.0
2023-09-21 14:13:00,148.48,148.48,148.428,148.428,3631.0
2023-09-21 14:12:00,148.45,148.48,148.45,148.48,4660.0
2023-09-21 14:11:00,148.505,148.505,148.45,148.47,3173.0
2023-09-21 14:10:00,148.41,148.5,148.41,148.5,2688.0
2023-09-21 14:09:00,148.4,148.4,148.38,148.4,3096.0
2023-09-21 14:08:00,148.378,148.43,148.37,148.43,3536.0
2023-09-21 14:07:00,148.38,148.38,148.36,148.37,2494.0
2023-09-21 14:06:00,148.37,148.39,148.37,148.39,3931.0
2023-09-21 14:05:00,148.34,148.37,148.34,148.361,2366.0
2023-09-21 14:04:00,148.36,148.36,148.33,148.33,5909.0
2023-09-21 14:03:00,148.35,148.38,148.349,148.38,1841.0
2023-09-21 14:02:00,148.33,148.39,148.33,148.34,3309.0
2023-09-21 14:01:00,148.34,148.34,148.33,148.33,859.0
2023-09-21 14:00:00,148.42,148.44,148.35,148.35,6873.0
2023-09-21 13:59:00,148.425,148.426,148.41,148.425,3540.0
2023-09-21 13:58:00,148.415,148.44,148.41,148.42,4111.0
2023-09-21 13:57:00,148.37,148.39,148.37,148.38,3467.0
2023-09-21 13:56:00,148.37,148.38,148.357,148.38,1564.0
2023-09-21 13:55:00,148.39,148.41,148.38,148.386,3881.0
2023-09-21 13:54:00,148.43,148.45,148.41,148.41,3476.0
2023-09-21 13:53:00,148.38,148.422,148.38,148.41,1818.0
2023-09-21 13:52:00,148.45,148.45,148.42,148.42,2908.0
2023-09-21 13:51:00,148.5,148.54,148.5,148.5,2758.0
2023-09-21 13:50:00,148.54,148.54,148.514,148.514,1919.0
2023-09-21 13:49:00,148.515,148.54,148.515,148.54,1484.0
2023-09-21 13:48:00,148.56,148.57,148.5,148.515,6824.0
2023-09-21 13:47:00,148.588,148.61,148.56,148.56,2842.0
2023-09-21 13:46:00,148.56,148.585,148.56,148.585,1535.0
2023-09-21 13:45:00,148.57,148.58,148.56,148.57,1572.0
2023-09-21 13:44:00,148.54,148.6,148.53,148.59,4443.0
2023-09-21 13:43:00,148.58,148.58,148.55,148.55,1785.0
2023-09-21 13:42:00,148.59,148.59,148.56,148.56,1130.0
2023-09-21 13:41:00,148.58,148.6,148.57,148.59,7340.0
2023-09-21 13:40:00,148.53,148.58,148.53,148.56,3934.0
2023-09-21 13:39:00,148.55,148.56,148.54,148.54,1617.0
2023-09-21 13:38:00,148.515,148.52,148.5,148.51,2033.0
2023-09-21 13:37:00,148.5,148.5,148.49,148.5,2408.0
2023-09-21 13:36:00,148.55,148.55,148.51,148.52,2904.0
2023-09-21 13:35:00,148.56,148.57,148.56,148.56,1220.0
2023-09-21 13:34:00,148.55,148.55,148.535,148.535,3131.0
2023-09-21 13:33:00,148.55,148.57,148.55,148.55,4255.0
2023-09-21 13:32:00,148.575,148.575,148.54,148.555,1605.0
2023-09-21 13:31:00,148.57,148.6,148.57,148.58,3577.0
2023-09-21 13:30:00,148.55,148.58,148.54,148.58,3695.0
2023-09-21 13:29:00,148.52,148.55,148.52,148.52,4230.0
2023-09-21 13:28:00,148.49,148.5,148.49,148.5,1510.0
2023-09-21 13:27:00,148.52,148.552,148.49,148.49,3664.0
2023-09-21 13:26:00,148.5,148.51,148.5,148.51,1799.0
2023-09-21 13:25:00,148.49,148.5,148.49,148.497,1732.0
2023-09-21 13:24:00,148.46,148.48,148.46,148.48,1984.0
2023-09-21 13:23:00,148.49,148.49,148.46,148.47,1646.0
2023-09-21 13:22:00,148.52,148.52,148.5,148.5,4380.0
2023-09-21 13:21:00,148.46,148.5,148.46,148.5,1429.0
2023-09-21 13:20:00,148.46,148.47,148.425,148.425,2760.0
2023-09-21 13:19:00,148.485,148.54,148.46,148.49,3611.0
2023-09-21 13:18:00,148.515,148.53,148.49,148.49,1459.0
2023-09-21 13:17:00,148.45,148.52,148.45,148.51,3491.0
2023-09-21 13:16:00,148.55,148.565,148.46,148.46,11947.0
2023-09-21 13:15:00,148.46,148.57,148.46,148.545,8260.0
2023-09-21 13:14:00,148.42,148.47,148.42,148.456,2906.0
2023-09-21 13:13:00,148.39,148.4,148.38,148.4,2110.0
2023-09-21 13:12:00,148.36,148.36,148.33,148.33,2603.0
2023-09-21 13:11:00,148.36,148.38,148.33,148.35,3513.0
2023-09-21 13:10:00,148.32,148.34,148.32,148.34,5392.0
2023-09-21 13:09:00,148.26,148.33,148.25,148.33,6845.0
2023-09-21 13:08:00,148.25,148.272,148.25,148.272,2901.0
2023-09-21 13:07:00,148.25,148.27,148.25,148.25,2120.0
2023-09-21 13:06:00,148.23,148.25,148.22,148.25,3869.0
2023-09-21 13:05:00,148.2,148.22,148.19,148.22,13121.0
2023-09-21 13:04:00,148.24,148.24,148.21,148.21,1602.0
2023-09-21 13:03:00,148.18,148.22,148.18,148.22,2586.0
2023-09-21 13:02:00,148.15,148.205,148.15,148.19,2846.0
2023-09-21 13:01:00,148.18,148.18,148.16,148.165,1541.0
2023-09-21 13:00:00,148.21,148.21,148.18,148.19,3081.0
2023-09-21 12:59:00,148.24,148.24,148.19,148.21,4107.0
2023-09-21 12:58:00,148.2,148.24,148.2,148.23,2010.0
2023-09-21 12:57:00,148.21,148.215,148.165,148.2,9732.0
2023-09-21 12:56:00,148.26,148.26,148.22,148.22,1283.0
2023-09-21 12:55:00,148.14,148.26,148.14,148.255,13901.0
2023-09-21 12:54:00,148.19,148.19,148.15,148.154,2255.0
2023-09-21 12:53:00,148.13,148.19,148.12,148.18,4768.0
2023-09-21 12:52:00,148.14,148.14,148.105,148.135,2529.0
2023-09-21 12:51:00,148.16,148.175,148.15,148.15,2420.0
2023-09-21 12:50:00,148.19,148.19,148.15,148.16,3554.0
2023-09-21 12:49:00,148.165,148.2,148.15,148.18,9634.0
2023-09-21 12:48:00,148.21,148.21,148.16,148.17,1194.0
2023-09-21 12:47:00,148.23,148.23,148.23,148.23,862.0
2023-09-21 12:46:00,148.22,148.25,148.18,148.22,5271.0
2023-09-21 12:45:00,148.239,148.28,148.239,148.25,6021.0
2023-09-21 12:44:00,148.16,148.23,148.14,148.22,4159.0
2023-09-21 12:43:00,148.16,148.21,148.16,148.2,11426.0
2023-09-21 12:42:00,148.17,148.17,148.14,148.15,2119.0
2023-09-21 12:41:00,148.189,148.19,148.11,148.175,3913.0
2023-09-21 12:40:00,148.2,148.24,148.17,148.17,13433.0
2023-09-21 12:39:00,148.169,148.19,148.169,148.19,2832.0
2023-09-21 12:38:00,148.11,148.16,148.1,148.16,2420.0
2023-09-21 12:37:00,148.12,148.12,148.07,148.1,17392.0
2023-09-21 12:36:00,148.078,148.112,148.078,148.113,2690.0
2023-09-21 12:35:00,148.195,148.195,148.07,148.07,30690.0
2023-09-21 12:34:00,148.23,148.25,148.17,148.19,20630.0
2023-09-21 12:33:00,148.23,148.27,148.2,148.22,6237.0
2023-09-21 12:32:00,148.24,148.24,148.22,148.23,4404.0
2023-09-21 12:31:00,148.24,148.275,148.24,148.25,3636.0
2023-09-21 12:30:00,148.28,148.28,148.22,148.25,4573.0
2023-09-21 12:29:00,148.28,148.28,148.26,148.28,3015.0
2023-09-21 12:28:00,148.27,148.28,148.24,148.27,3740.0
2023-09-21 12:27:00,148.28,148.28,148.28,148.28,999.0
2023-09-21 12:26:00,148.22,148.28,148.2,148.26,5320.0
2023-09-21 12:25:00,148.25,148.26,148.21,148.22,3330.0
2023-09-21 12:24:00,148.23,148.236,148.2,148.225,3770.0
2023-09-21 12:23:00,148.2,148.22,148.185,148.22,1963.0
2023-09-21 12:22:00,148.23,148.25,148.2,148.2,3637.0
2023-09-21 12:21:00,148.27,148.27,148.235,148.235,3004.0
2023-09-21 12:20:00,148.275,148.3,148.26,148.265,4339.0
2023-09-21 12:19:00,148.32,148.32,148.24,148.26,8671.0
2023-09-21 12:18:00,148.2,148.32,148.19,148.32,7452.0
2023-09-21 12:17:00,148.16,148.21,148.11,148.21,7050.0
2023-09-21 12:16:00,148.11,148.165,148.11,148.165,2289.0
2023-09-21 12:15:00,148.12,148.15,148.12,148.13,4736.0
2023-09-21 12:14:00,148.129,148.17,148.115,148.15,4571.0
2023-09-21 12:13:00,148.11,148.14,148.11,148.13,3008.0
2023-09-21 12:12:00,148.14,148.14,148.093,148.1,2806.0
2023-09-21 12:11:00,148.09,148.17,148.09,148.16,2553.0
2023-09-21 12:10:00,148.2,148.2,148.1,148.1,6819.0
2023-09-21 12:09:00,148.24,148.28,148.22,148.22,6057.0
2023-09-21 12:08:00,148.24,148.26,148.24,148.24,1623.0
2023-09-21 12:07:00,148.293,148.3,148.245,148.245,3132.0
2023-09-21 12:06:00,148.308,148.308,148.26,148.29,2798.0
2023-09-21 12:05:00,148.28,148.31,148.28,148.3,2975.0
2023-09-21 12:04:00,148.22,148.285,148.22,148.277,3454.0
2023-09-21 12:03:00,148.31,148.31,148.235,148.24,2799.0
2023-09-21 12:02:00,148.28,148.33,148.26,148.307,4176.0
2023-09-21 12:01:00,148.35,148.351,148.24,148.28,5239.0
2023-09-21 12:00:00,148.5,148.5,148.36,148.36,5243.0
2023-09-21 11:59:00,148.53,148.53,148.485,148.495,9379.0
2023-09-21 11:58:00,148.53,148.56,148.52,148.545,4104.0
2023-09-21 11:57:00,148.55,148.572,148.53,148.53,3571.0
2023-09-21 11:56:00,148.56,148.56,148.55,148.56,4242.0
2023-09-21 11:55:00,148.545,148.555,148.53,148.55,2771.0
2023-09-21 11:54:00,148.595,148.595,148.54,148.55,2829.0
2023-09-21 11:53:00,148.54,148.59,148.54,148.59,3270.0
2023-09-21 11:52:00,148.54,148.54,148.5,148.52,17854.0
2023-09-21 11:51:00,148.46,148.54,148.44,148.54,10653.0
2023-09-21 11:50:00,148.48,148.49,148.44,148.48,5362.0
2023-09-21 11:49:00,148.56,148.56,148.49,148.49,12730.0
2023-09-21 11:48:00,148.55,148.57,148.55,148.57,2859.0
2023-09-21 11:47:00,148.5,148.56,148.485,148.551,5965.0
2023-09-21 11:46:00,148.51,148.51,148.48,148.48,3094.0
2023-09-21 11:45:00,148.495,148.495,148.445,148.49,8609.0
2023-09-21 11:44:00,148.485,148.505,148.46,148.491,5612.0
2023-09-21 11:43:00,148.48,148.495,148.455,148.48,5255.0
2023-09-21 11:42:00,148.48,148.5,148.45,148.5,48184.0
2023-09-21 11:41:00,148.43,148.48,148.4,148.48,6553.0
2023-09-21 11:40:00,148.465,148.47,148.43,148.43,2362.0
2023-09-21 11:39:00,148.4,148.475,148.4,148.455,11159.0
2023-09-21 11:38:00,148.46,148.46,148.4,148.4,2373.0
2023-09-21 11:37:00,148.51,148.521,148.445,148.445,4724.0
2023-09-21 11:36:00,148.41,148.51,148.4,148.505,4261.0
2023-09-21 11:35:00,148.52,148.52,148.39,148.42,6509.0
2023-09-21 11:34:00,148.55,148.57,148.48,148.53,18067.0
2023-09-21 11:33:00,148.55,148.555,148.504,148.54,4606.0
2023-09-21 11:32:00,148.48,148.56,148.48,148.56,13375.0
2023-09-21 11:31:00,148.425,148.495,148.42,148.47,10650.0
2023-09-21 11:30:00,148.34,148.469,148.33,148.43,9620.0
2023-09-21 11:29:00,148.44,148.44,148.34,148.34,5116.0
2023-09-21 11:28:00,148.37,148.4,148.37,148.4,4010.0
2023-09-21 11:27:00,148.44,148.485,148.4,148.4,8421.0
2023-09-21 11:26:00,148.45,148.51,148.45,148.45,9822.0
2023-09-21 11:25:00,148.485,148.5,148.43,148.44,9476.0
2023-09-21 11:24:00,148.561,148.57,148.48,148.481,3811.0
2023-09-21 11:23:00,148.56,148.58,148.55,148.554,3984.0
2023-09-21 11:22:00,148.6,148.61,148.53,148.55,5595.0
2023-09-21 11:21:00,148.5,148.59,148.5,148.59,7988.0
2023-09-21 11:20:00,148.57,148.57,148.466,148.49,8183.0
2023-09-21 11:19:00,148.578,148.64,148.57,148.57,5846.0
2023-09-21 11:18:00,148.655,148.655,148.55,148.56,9950.0
2023-09-21 11:17:00,148.52,148.65,148.52,148.65,19428.0
2023-09-21 11:16:00,148.44,148.51,148.422,148.51,8922.0
2023-09-21 11:15:00,148.49,148.49,148.41,148.44,8599.0
2023-09-21 11:14:00,148.421,148.49,148.395,148.49,5531.0
2023-09-21 11:13:00,148.34,148.55,148.34,148.43,14237.0
2023-09-21 11:12:00,148.42,148.42,148.317,148.317,4757.0
2023-09-21 11:11:00,148.43,148.44,148.34,148.4,10215.0
2023-09-21 11:10:00,148.4,148.5,148.381,148.44,16588.0
2023-09-21 11:09:00,148.44,148.44,148.3,148.35,10383.0
2023-09-21 11:08:00,148.26,148.481,148.26,148.46,12952.0
2023-09-21 11:07:00,148.145,148.28,148.145,148.27,9678.0
2023-09-21 11:06:00,148.125,148.135,148.06,148.13,20571.0
2023-09-21 11:05:00,148.07,148.135,148.07,148.125,12034.0
2023-09-21 11:04:00,148.08,148.1,148.07,148.07,11091.0
2023-09-21 11:03:00,148.11,148.12,148.07,148.08,9354.0
2023-09-21 11:02:00,148.056,148.12,148.056,148.115,9498.0
2023-09-21 11:01:00,148.03,148.06,148.0,148.06,3202.0
2023-09-21 11:00:00,148.04,148.14,148.04,148.04,9943.0
2023-09-21 10:59:00,148.01,148.05,148.0,148.05,8396.0
2023-09-21 10:58:00,148.025,148.025,147.94,148.01,14664.0
2023-09-21 10:57:00,147.97,148.04,147.96,148.025,10654.0
2023-09-21 10:56:00,147.98,148.0,147.94,147.98,7613.0
2023-09-21 10:55:00,148.0,148.0,147.92,147.97,9657.0
2023-09-21 10:54:00,147.9,148.08,147.9,148.02,52938.0
2023-09-21 10:53:00,147.89,147.89,147.82,147.89,5105.0
2023-09-21 10:52:00,147.91,147.96,147.88,147.9,8432.0
2023-09-21 10:51:00,147.83,147.91,147.8,147.9,12709.0
2023-09-21 10:50:00,147.84,147.89,147.82,147.84,11802.0
2023-09-21 10:49:00,147.75,147.87,147.75,147.84,10741.0
2023-09-21 10:48:00,147.78,147.79,147.68,147.736,7509.0
2023-09-21 10:47:00,147.79,147.84,147.76,147.77,11709.0
2023-09-21 10:46:00,147.57,147.82,147.55,147.8,29372.0
2023-09-21 10:45:00,147.66,147.665,147.58,147.58,9281.0
2023-09-21 10:44:00,147.61,147.66,147.59,147.66,7200.0
2023-09-21 10:43:00,147.56,147.6,147.51,147.59,8417.0
2023-09-21 10:42:00,147.54,147.56,147.53,147.56,8103.0
2023-09-21 10:41:00,147.58,147.61,147.55,147.56,8305.0
2023-09-21 10:40:00,147.55,147.57,147.534,147.57,3919.0
2023-09-21 10:39:00,147.513,147.566,147.51,147.535,8513.0
2023-09-21 10:38:00,147.51,147.51,147.44,147.51,7627.0
2023-09-21 10:37:00,147.48,147.52,147.469,147.52,5287.0
2023-09-21 10:36:00,147.51,147.51,147.463,147.48,5425.0
2023-09-21 10:35:00,147.55,147.55,147.49,147.515,9955.0
2023-09-21 10:34:00,147.59,147.62,147.54,147.55,6537.0
2023-09-21 10:33:00,147.57,147.61,147.57,147.6,6185.0
2023-09-21 10:32:00,147.585,147.62,147.54,147.54,9428.0
2023-09-21 10:31:00,147.53,147.595,147.48,147.58,15819.0
2023-09-21 10:30:00,147.63,147.63,147.55,147.55,23911.0
2023-09-21 10:29:00,147.52,147.62,147.51,147.607,26280.0
2023-09-21 10:28:00,147.58,147.58,147.51,147.53,7596.0
2023-09-21 10:27:00,147.59,147.61,147.58,147.59,4446.0
2023-09-21 10:26:00,147.66,147.66,147.58,147.59,9449.0
2023-09-21 10:25:00,147.705,147.705,147.65,147.665,6483.0
2023-09-21 10:24:00,147.71,147.76,147.682,147.682,12151.0
2023-09-21 10:23:00,147.78,147.796,147.66,147.67,8409.0
2023-09-21 10:22:00,147.83,147.85,147.77,147.78,9632.0
2023-09-21 10:21:00,147.74,147.815,147.74,147.815,4993.0
2023-09-21 10:20:00,147.84,147.88,147.78,147.786,8320.0
2023-09-21 10:19:00,147.94,147.95,147.85,147.85,10316.0
2023-09-21 10:18:00,147.97,148.0,147.92,147.95,7600.0
